number,id,priority,title,author,first_published,latest_published,published,domain,pillar,category,subcategory,topic,slug,difficulty,status,path,type,reading_mode,summary_depth,learning_stage,prerequisites,primary_source
1475,1475,P0,The Wonder That Was India,A.L. Basham,1954,2004,1954,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Ancient Civilizations,Ancient Asian Civilizations,The-Wonder-That-Was-India,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Wonder-That-Was-India.md,nonfiction,summary,detailed,Foundation,,
1476,1476,P0,Powers and Thrones: A New History of the Middle Ages,Dan Jones,2021,2022,2021,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Medieval World,Powers-and-Thrones-Dan-Jones,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Powers-and-Thrones-Dan-Jones.md,nonfiction,summary,detailed,Foundation,,
1477,1477,P0,The Plantagenets: The Warrior Kings and Queens Who Made England,Dan Jones,2012,2013,2012,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Medieval World,The-Plantagenets-Dan-Jones,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Plantagenets-Dan-Jones.md,nonfiction,summary,detailed,Foundation,,
1478,1478,P0,The Templars: The Rise and Spectacular Fall of God's Holy Warriors,Dan Jones,2017,2018,2017,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Medieval World,The-Templars-Dan-Jones,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Templars-Dan-Jones.md,nonfiction,summary,detailed,Foundation,,
1479,1479,P0,The Crusades: The Authoritative History of the War for the Holy Land,Thomas Asbridge,2010,2011,2010,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Medieval World,The-Crusades-Asbridge,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Crusades-Asbridge.md,nonfiction,summary,detailed,Foundation,,
1480,1480,P0,Genghis Khan and the Making of the Modern World,Jack Weatherford,2004,2005,2004,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Medieval World,Genghis-Khan-and-the-Making-of-the-Modern-World,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Genghis-Khan-and-the-Making-of-the-Modern-World.md,nonfiction,summary,detailed,Foundation,,
1481,1481,P0,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,2005,2011,2005,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Age of Discovery,1491-Charles-Mann,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/1491-Charles-Mann.md,nonfiction,summary,detailed,Foundation,,
1482,1482,P0,1493: Uncovering the New World Columbus Created,Charles C. Mann,2011,2012,2011,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Age of Discovery,1493-Charles-Mann,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/1493-Charles-Mann.md,nonfiction,summary,detailed,Foundation,,
1483,1483,P0,Conquerors: How Portugal Forged the First Global Empire,Roger Crowley,2015,2016,2015,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Age of Discovery,Conquerors-Roger-Crowley,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Conquerors-Roger-Crowley.md,nonfiction,summary,detailed,Foundation,,
1484,1484,P1,City of Fortune: How Venice Ruled the Seas,Roger Crowley,2011,2013,2011,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Age of Discovery,City-of-Fortune-Crowley,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/City-of-Fortune-Crowley.md,nonfiction,summary,detailed,Foundation,,
1485,1485,P0,"Empires of the Sea: The Siege of Malta, the Battle of Lepanto, and the Contest for the Center of the World",Roger Crowley,2008,2009,2008,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Age of Discovery,Empires-of-the-Sea-Crowley,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Empires-of-the-Sea-Crowley.md,nonfiction,summary,detailed,Foundation,,
1486,1486,P0,The French Revolution: From Enlightenment to Tyranny,Ian Davidson,2016,2018,2016,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Enlightenment & Revolution,The-French-Revolution-Davidson,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-French-Revolution-Davidson.md,nonfiction,summary,detailed,Foundation,,
1487,1487,P0,Citizens: A Chronicle of the French Revolution,Simon Schama,1989,2004,1989,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Enlightenment & Revolution,Citizens-Simon-Schama,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Citizens-Simon-Schama.md,nonfiction,summary,detailed,Foundation,,
1488,1488,P0,The Age of Revolution: 1789-1848,Eric Hobsbawm,1962,1996,1962,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Enlightenment & Revolution,The-Age-of-Revolution-Hobsbawm,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Age-of-Revolution-Hobsbawm.md,nonfiction,summary,detailed,Foundation,,
1489,1489,P0,The Age of Capital: 1848-1875,Eric Hobsbawm,1975,1996,1975,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Enlightenment & Revolution,The-Age-of-Capital-Hobsbawm,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Age-of-Capital-Hobsbawm.md,nonfiction,summary,detailed,Foundation,,
1490,1490,P0,The Age of Empire: 1875-1914,Eric Hobsbawm,1987,1989,1987,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Medieval & Early Modern,Enlightenment & Revolution,The-Age-of-Empire-Hobsbawm,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Age-of-Empire-Hobsbawm.md,nonfiction,summary,detailed,Foundation,,
1491,1491,P0,The British Industrial Revolution in Global Perspective,Robert C. Allen,2009,2009,2009,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Industrial Revolution,The-British-Industrial-Revolution-Allen,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-British-Industrial-Revolution-Allen.md,nonfiction,summary,detailed,Foundation,,
1492,1492,P0,The Lever of Riches: Technological Creativity and Economic Progress,Joel Mokyr,1990,1992,1990,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Industrial Revolution,The-Lever-of-Riches,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Lever-of-Riches.md,nonfiction,summary,detailed,Foundation,,
1493,1493,P0,The Gifts of Athena: Historical Origins of the Knowledge Economy,Joel Mokyr,2002,2004,2002,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Industrial Revolution,The-Gifts-of-Athena,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Gifts-of-Athena.md,nonfiction,summary,detailed,Foundation,,
1494,1494,P0,A Culture of Growth: The Origins of the Modern Economy,Joel Mokyr,2016,2018,2016,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Industrial Revolution,A-Culture-of-Growth,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/A-Culture-of-Growth.md,nonfiction,summary,detailed,Foundation,,
1495,1495,P0,Empire of Cotton: A Global History,Sven Beckert,2014,2015,2014,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Industrial Revolution,Empire-of-Cotton,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Empire-of-Cotton.md,nonfiction,summary,detailed,Foundation,,
1496,1496,P0,"The Age of Extremes: A History of the World, 1914-1991",Eric Hobsbawm,1994,1996,1994,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,20th Century,The-Age-of-Extremes-Hobsbawm,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Age-of-Extremes-Hobsbawm.md,nonfiction,summary,detailed,Foundation,,
1497,1497,P0,The Sleepwalkers: How Europe Went to War in 1914,Christopher Clark,2012,2014,2012,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,20th Century,The-Sleepwalkers-Clark,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Sleepwalkers-Clark.md,nonfiction,summary,detailed,Foundation,,
1498,1498,P0,The Guns of August,Barbara W. Tuchman,1962,2004,1962,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,20th Century,The-Guns-of-August,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Guns-of-August.md,nonfiction,summary,detailed,Foundation,,
1499,1499,P0,The Second World War,Antony Beevor,2012,2013,2012,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,20th Century,The-Second-World-War-Beevor,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Second-World-War-Beevor.md,nonfiction,summary,detailed,Foundation,,
1500,1500,P0,Postwar: A History of Europe Since 1945,Tony Judt,2005,2006,2005,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,20th Century,Postwar-Tony-Judt,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Postwar-Tony-Judt.md,nonfiction,summary,detailed,Foundation,,
1501,1501,P0,The Cold War: A New History,John Lewis Gaddis,2005,2006,2005,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Cold War,The-Cold-War-Gaddis,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Cold-War-Gaddis.md,nonfiction,summary,detailed,Foundation,,
1502,1502,P0,The Cold War: A World History,Odd Arne Westad,2017,2019,2017,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Cold War,The-Cold-War-Westad,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Cold-War-Westad.md,nonfiction,summary,detailed,Foundation,,
1503,1503,P0,The Global Cold War: Third World Interventions and the Making of Our Times,Odd Arne Westad,2005,2007,2005,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Cold War,The-Global-Cold-War-Westad,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Global-Cold-War-Westad.md,nonfiction,summary,detailed,Foundation,,
1504,1504,P0,Strategies of Containment: A Critical Appraisal of American National Security Policy During the Cold War,John Lewis Gaddis,1982,2005,1982,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Cold War,Strategies-of-Containment,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Strategies-of-Containment.md,nonfiction,summary,detailed,Foundation,,
1505,1505,P1,Armageddon and Paranoia: The Cold War Nuclear Confrontation,Rodric Braithwaite,2017,2018,2017,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Modern History,Cold War,Armageddon-and-Paranoia,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Armageddon-and-Paranoia.md,nonfiction,summary,detailed,Foundation,,
1506,1506,P0,Maps of Time: An Introduction to Big History,David Christian,2004,2011,2004,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Big History,Maps-of-Time-Christian,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Maps-of-Time-Christian.md,nonfiction,summary,detailed,Foundation,,
1507,1507,P0,Origin Story: A Big History of Everything,David Christian,2018,2019,2018,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Big History,Origin-Story-Christian,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Origin-Story-Christian.md,nonfiction,summary,detailed,Foundation,,
1508,1508,P0,A Short History of Nearly Everything,Bill Bryson,2003,2004,2003,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Big History,A-Short-History-of-Nearly-Everything,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/A-Short-History-of-Nearly-Everything.md,nonfiction,summary,detailed,Foundation,,
1509,1509,P0,The Human Web: A Bird's-Eye View of World History,J.R. McNeill; William H. McNeill,2003,2003,2003,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Big History,The-Human-Web,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Human-Web.md,nonfiction,summary,detailed,Foundation,,
1510,1510,P0,A History of the World in 100 Objects,Neil MacGregor,2010,2013,2010,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Big History,A-History-of-the-World-in-100-Objects,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/A-History-of-the-World-in-100-Objects.md,nonfiction,summary,detailed,Foundation,,
1511,1511,P0,The Anarchy: The Relentless Rise of the East India Company,William Dalrymple,2019,2020,2019,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Transnational History,The-Anarchy-Dalrymple,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Anarchy-Dalrymple.md,nonfiction,summary,detailed,Foundation,,
1512,1512,P0,The Golden Road: How Ancient India Transformed the World,William Dalrymple,2024,2024,2024,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Transnational History,The-Golden-Road-Dalrymple,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Golden-Road-Dalrymple.md,nonfiction,summary,detailed,Foundation,,
1513,1513,P1,"Return of a King: The Battle for Afghanistan, 1839-42",William Dalrymple,2012,2014,2012,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Transnational History,Return-of-a-King-Dalrymple,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Return-of-a-King-Dalrymple.md,nonfiction,summary,detailed,Foundation,,
1514,1514,P1,White Mughals: Love and Betrayal in Eighteenth-Century India,William Dalrymple,2002,2004,2002,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Transnational History,White-Mughals-Dalrymple,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/White-Mughals-Dalrymple.md,nonfiction,summary,detailed,Foundation,,
1515,1515,P1,"The Last Mughal: The Fall of a Dynasty, Delhi, 1857",William Dalrymple,2006,2008,2006,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Transnational History,The-Last-Mughal-Dalrymple,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Last-Mughal-Dalrymple.md,nonfiction,summary,detailed,Foundation,,
1516,1516,P0,Something New Under the Sun: An Environmental History of the Twentieth-Century World,J.R. McNeill,2000,2001,2000,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Environmental History,Something-New-Under-the-Sun,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Something-New-Under-the-Sun.md,nonfiction,summary,detailed,Foundation,,
1517,1517,P1,The Great Acceleration: An Environmental History of the Anthropocene since 1945,J.R. McNeill; Peter Engelke,2014,2016,2014,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Environmental History,The-Great-Acceleration,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Great-Acceleration.md,nonfiction,summary,detailed,Foundation,,
1518,1518,P0,The Earth Transformed: An Untold History,Peter Frankopan,2023,2023,2023,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Environmental History,The-Earth-Transformed-Frankopan,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Earth-Transformed-Frankopan.md,nonfiction,summary,detailed,Foundation,,
1519,1519,P0,Plagues and Peoples,William H. McNeill,1976,1998,1976,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Environmental History,Plagues-and-Peoples,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/Plagues-and-Peoples.md,nonfiction,summary,detailed,Foundation,,
1520,1520,P0,The Columbian Exchange: Biological and Cultural Consequences of 1492,Alfred W. Crosby,1972,2003,1972,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",01-WORLD-HISTORY,Global History,Environmental History,The-Columbian-Exchange-Crosby,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/01-WORLD-HISTORY/The-Columbian-Exchange-Crosby.md,nonfiction,summary,detailed,Foundation,,
1521,1521,P0,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,2005,2011,2005,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Collapse & Renewal,Collapse-Jared-Diamond,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Collapse-Jared-Diamond.md,nonfiction,summary,detailed,Foundation,,
1522,1522,P0,Upheaval: Turning Points for Nations in Crisis,Jared Diamond,2019,2020,2019,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Collapse & Renewal,Upheaval-Jared-Diamond,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Upheaval-Jared-Diamond.md,nonfiction,summary,detailed,Foundation,,
1523,1523,P0,The Collapse of Complex Societies,Joseph A. Tainter,1988,1988,1988,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Collapse & Renewal,The-Collapse-of-Complex-Societies,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Collapse-of-Complex-Societies.md,nonfiction,summary,detailed,Foundation,,
1524,1524,P0,War and Peace and War: The Rise and Fall of Empires,Peter Turchin,2006,2007,2006,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Collapse & Renewal,War-and-Peace-and-War-Turchin,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/War-and-Peace-and-War-Turchin.md,nonfiction,summary,detailed,Foundation,,
1525,1525,P0,"End Times: Elites, Counter-Elites, and the Path of Political Disintegration",Peter Turchin,2023,2023,2023,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Collapse & Renewal,End-Times-Turchin,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/End-Times-Turchin.md,nonfiction,summary,detailed,Foundation,,
1526,1526,P0,The Rise and Fall of the Great Powers: Economic Change and Military Conflict from 1500 to 2000,Paul Kennedy,1987,1989,1987,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Imperial Systems,The-Rise-and-Fall-of-the-Great-Powers,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Rise-and-Fall-of-the-Great-Powers.md,nonfiction,summary,detailed,Foundation,,
1527,1527,P0,Empires in World History: Power and the Politics of Difference,Jane Burbank; Frederick Cooper,2010,2011,2010,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Imperial Systems,Empires-in-World-History,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Empires-in-World-History.md,nonfiction,summary,detailed,Foundation,,
1528,1528,P0,Empire: How Britain Made the Modern World,Niall Ferguson,2002,2004,2002,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Imperial Systems,Empire-Ferguson,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Empire-Ferguson.md,nonfiction,summary,detailed,Foundation,,
1529,1529,P1,Colossus: The Rise and Fall of the American Empire,Niall Ferguson,2004,2005,2004,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Imperial Systems,Colossus-Ferguson,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Colossus-Ferguson.md,nonfiction,summary,detailed,Foundation,,
1530,1530,P0,Civilization: The West and the Rest,Niall Ferguson,2011,2012,2011,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Imperial Systems,Civilization-Ferguson,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Civilization-Ferguson.md,nonfiction,summary,detailed,Foundation,,
1531,1531,P0,The Clash of Civilizations and the Remaking of World Order,Samuel P. Huntington,1996,2011,1996,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Civilizational Dynamics,The-Clash-of-Civilizations,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Clash-of-Civilizations.md,nonfiction,summary,detailed,Foundation,,
1532,1532,P0,"Why the West Rules—For Now: The Patterns of History, and What They Reveal About the Future",Ian Morris,2010,2011,2010,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Civilizational Dynamics,Why-the-West-Rules-For-Now,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Why-the-West-Rules-For-Now.md,nonfiction,summary,detailed,Foundation,,
1533,1533,P0,"Foragers, Farmers, and Fossil Fuels: How Human Values Evolve",Ian Morris,2015,2017,2015,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Civilizational Dynamics,Foragers-Farmers-and-Fossil-Fuels,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Foragers-Farmers-and-Fossil-Fuels.md,nonfiction,summary,detailed,Foundation,,
1534,1534,P1,"Geography Is Destiny: Britain and the World, a 10,000-Year History",Ian Morris,2022,2022,2022,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Civilizational Dynamics,Geography-Is-Destiny-Morris,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Geography-Is-Destiny-Morris.md,nonfiction,summary,detailed,Foundation,,
1535,1535,P0,A Study of History,Arnold J. Toynbee,1934,1987,1934,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Rise & Fall,Civilizational Dynamics,A-Study-of-History-Toynbee,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/A-Study-of-History-Toynbee.md,nonfiction,summary,detailed,Foundation,,
1536,1536,P0,The Structure of Scientific Revolutions,Thomas S. Kuhn,1962,2012,1962,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Science,The-Structure-of-Scientific-Revolutions,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Structure-of-Scientific-Revolutions.md,nonfiction,summary,detailed,Foundation,,
1537,1537,P0,The Invention of Science: A New History of the Scientific Revolution,David Wootton,2015,2016,2015,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Science,The-Invention-of-Science-Wootton,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Invention-of-Science-Wootton.md,nonfiction,summary,detailed,Foundation,,
1538,1538,P0,To Explain the World: The Discovery of Modern Science,Steven Weinberg,2015,2016,2015,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Science,To-Explain-the-World-Weinberg,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/To-Explain-the-World-Weinberg.md,nonfiction,summary,detailed,Foundation,,
1539,1539,P1,The Scientific Revolution: A Very Short Introduction,Lawrence M. Principe,2011,2011,2011,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Science,The-Scientific-Revolution-Principe,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Scientific-Revolution-Principe.md,nonfiction,summary,detailed,Foundation,,
1540,1540,P1,"Leviathan and the Air-Pump: Hobbes, Boyle, and the Experimental Life",Steven Shapin; Simon Schaffer,1985,2011,1985,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Science,Leviathan-and-the-Air-Pump,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/Leviathan-and-the-Air-Pump.md,nonfiction,summary,detailed,Foundation,,
1541,1541,P0,The Swerve: How the World Became Modern,Stephen Greenblatt,2011,2012,2011,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Ideas,The-Swerve-Greenblatt,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Swerve-Greenblatt.md,nonfiction,summary,detailed,Foundation,,
1542,1542,P0,"The Cave and the Light: Plato Versus Aristotle, and the Struggle for the Soul of Western Civilization",Arthur Herman,2013,2014,2013,"10-History, Civilization & Geopolitics","History, Civilization & Geopolitics",02-CIVILIZATION-CULTURE,Ideas & Science,History of Ideas,The-Cave-and-the-Light,Intermediate,planned,md/10-History-Civilization-and-Geopolitics/02-CIVILIZATION-CULTURE/The-Cave-and-the-Light.md,nonfiction,summary,detailed,Foundation,,
